latitude,longitude,area,azimuth
50.670326,5.5448,160.85,150.55
50.669947,5.545788,158.03,149.71
50.67034,5.549697,10.25,210.48
50.669965,5.550285,12.17,205.87
50.670188,5.554784,52.57,147.46
50.669983,5.556739,30.65,199.57
50.669752,5.558159,41.87,173.21
50.669037,5.644804,26.43,169.58
50.669127,5.644829,70.98,168.88
50.669219,5.644858,40.98,171.31
50.669288,5.64488,39.44,176.32
50.66935,5.64488,10.51,180.0
50.668982,5.645212,29.82,169.15
50.669106,5.645116,10.99,171.31
50.669074,5.645191,80.7,153.49
50.669123,5.64498,20.8,175.57
50.669199,5.645008,44.58,171.62
50.669182,5.645201,130.06,171.34
50.669252,5.645295,25.01,168.64
50.669268,5.64512,57.25,175.33
50.669299,5.645296,19.16,172.18
50.669325,5.645173,49.4,166.0
50.669027,5.646159,30.5,170.77
50.668938,5.655758,32.32,151.7
50.668932,5.655667,41.75,154.8
50.668955,5.65581,24.75,150.4
50.669001,5.65557,23.88,151.91
50.669021,5.655729,20.18,154.36
50.669031,5.655591,25.08,152.19
50.66903,5.655845,26.17,148.15
50.669058,5.655873,25.52,150.98
50.669075,5.655572,14.5,153.24
50.669104,5.655599,14.17,152.87
50.669129,5.655668,24.87,152.1
50.66913,5.661639,10.91,161.8
50.668993,5.662668,38.3,138.74
50.66869,5.672087,37.91,170.31
50.66866,5.675516,32.47,159.6
50.669387,5.538811,54.53,154.18
50.669458,5.54092,22.64,154.84
50.669248,5.5429,30.08,151.37
50.669241,5.54321,55.16,153.55
50.669298,5.543321,33.76,150.56
50.669327,5.542984,40.27,149.98
50.669439,5.543329,35.04,223.57
50.669486,5.543121,28.88,148.82
50.669448,5.543174,422.75,149.96
50.669221,5.544179,11.9,180.0
50.669322,5.544194,180.16,154.13
50.669354,5.543944,442.08,163.08
50.669409,5.543691,516.65,149.65
50.669492,5.543502,390.44,154.8
50.669669,5.543437,88.6,149.11
50.66965,5.543924,779.32,152.1
50.669218,5.544762,18.26,180.0
50.669222,5.545202,20.84,146.76
50.669244,5.544377,19.7,198.07
50.669267,5.545044,172.95,149.97
50.669364,5.544352,17.86,180.0
50.669332,5.54482,219.79,149.89
50.669376,5.544575,321.91,149.86
50.66947,5.544415,142.39,151.57
50.669613,5.544775,43.7,149.24
50.669758,5.544912,47.65,149.58
50.669215,5.545348,27.81,180.0
50.669471,5.546149,30.94,153.43
50.669227,5.550656,14.21,145.78
50.669199,5.552685,51.59,154.2
50.669165,5.557031,22.44,191.47
50.669613,5.557607,25.98,180.0
50.669376,5.55809,46.86,180.0
50.669573,5.5581,37.61,173.53
50.66847,5.644864,14.49,167.82
50.668024,5.659064,20.8,156.25
50.668002,5.659943,11.69,154.13
50.668197,5.65942,44.96,153.08
50.668441,5.659615,17.46,157.01
50.668295,5.672746,16.68,149.8
50.669029,5.543293,136.45,180.0
50.669112,5.543127,298.85,149.7
50.669152,5.542898,146.43,150.36
50.668805,5.543729,11.04,204.72
50.668704,5.54418,305.38,149.84
50.668814,5.544015,348.19,150.19
50.668988,5.544245,101.35,149.65
50.669105,5.54342,155.46,180.0
50.669079,5.544126,289.94,150.1
50.669141,5.543847,242.59,180.0
50.669186,5.543552,31.58,180.0
50.668675,5.544421,138.97,149.29
50.668758,5.54435,47.14,180.0
50.668995,5.545103,232.46,149.74
50.669078,5.544374,72.2,150.51
50.669139,5.545192,94.82,180.0
50.669087,5.544901,245.43,149.88
50.669139,5.54464,172.13,149.99
50.66916,5.544426,60.94,180.0
50.668624,5.54586,75.12,153.71
50.668637,5.546137,90.61,147.54
50.668755,5.546039,222.58,149.83
50.668819,5.545825,606.81,149.86
50.669042,5.546105,20.12,149.31
50.668884,5.545596,537.81,150.03
50.668976,5.54617,164.07,180.0
50.669081,5.545477,230.21,151.27
50.669134,5.545329,58.63,180.0
50.668735,5.546345,24.25,153.43
50.668914,5.546274,41.04,148.52
50.66905,5.546283,42.57,180.0
50.668623,5.550116,12.12,155.75
50.66877,5.551882,42.24,154.84
50.669038,5.552561,66.26,154.13
50.668833,5.55711,19.39,187.65
50.668483,5.557891,24.52,198.43
50.667547,5.645194,10.42,180.0
50.667551,5.645115,18.25,180.0
50.66762,5.64526,217.68,175.37
50.667682,5.644976,154.38,175.65
50.667697,5.645342,263.81,162.75
50.667806,5.650874,29.41,171.21
50.667881,5.650889,34.48,169.32
50.667636,5.652186,17.35,156.96
50.667609,5.659077,20.98,159.25
50.667762,5.658845,11.99,144.73
50.667866,5.663697,13.8,145.72
50.668262,5.54521,65.45,149.97
50.66833,5.545378,300.52,150.03
50.668305,5.545606,545.19,154.8
50.66845,5.545988,183.9,150.27
50.668522,5.545838,105.95,149.78
50.667977,5.547289,14.87,150.36
50.668059,5.547745,11.95,150.6
50.66811,5.5476,18.42,148.63
50.668169,5.547464,14.06,150.07
50.66819,5.54798,16.12,153.67
50.66822,5.547312,12.47,138.69
50.668276,5.547753,17.75,155.7
50.668064,5.549976,15.86,154.47
50.668181,5.551706,19.86,155.13
50.668275,5.551394,58.44,155.28
50.668237,5.554464,36.12,154.07
50.667935,5.557426,21.58,184.34
50.668227,5.557308,26.97,196.91
50.667218,5.645367,123.59,176.88
50.667421,5.645456,276.49,170.78
50.667498,5.64519,29.82,174.77
50.667348,5.6451,410.2,175.87
50.667096,5.648999,11.44,202.29
50.667471,5.648821,21.82,170.82
50.666921,5.652259,10.07,156.5
50.667144,5.652432,50.22,154.76
50.667093,5.652594,17.24,154.76
50.666853,5.654017,24.34,151.65
50.667049,5.655049,25.48,153.59
50.667161,5.657687,17.45,143.13
50.667338,5.657593,42.25,140.98
50.666843,5.658413,49.06,154.8
50.667926,5.547415,17.91,151.8
50.667771,5.549556,18.43,154.24
50.667875,5.549407,16.89,180.0
50.667903,5.549315,26.31,150.92
50.667395,5.55105,20.15,152.62
50.667329,5.554312,23.89,152.74
50.667384,5.553998,21.18,154.8
50.667742,5.555967,32.04,154.8
50.667762,5.556025,15.21,152.74
50.667369,5.558193,14.51,157.48
50.667387,5.557934,10.86,154.8
50.667388,5.558164,25.98,156.84
50.667393,5.558073,26.94,157.71
50.667396,5.558031,30.37,156.8
50.667409,5.557996,22.52,154.8
50.667421,5.557912,22.38,156.92
50.667441,5.557836,20.43,157.52
50.667453,5.557889,25.67,156.68
50.667513,5.56569,30.45,222.06
50.667599,5.566748,28.65,181.09
50.667179,5.579225,38.04,218.96
50.667184,5.581274,12.35,136.33
50.667206,5.581214,19.23,143.41
50.667242,5.581251,13.5,142.1
50.667386,5.580863,50.13,213.39
50.66708,5.582272,17.82,199.92
50.667129,5.582062,17.65,209.82
50.667202,5.58167,14.87,212.62
50.667487,5.584415,16.48,167.01
50.66616,5.670958,27.21,146.08
50.666744,5.548694,10.5,152.31
50.667192,5.549005,13.57,154.13
50.666834,5.549562,39.86,153.49
50.667148,5.549132,20.47,145.01
50.667241,5.549977,17.17,152.37
50.666986,5.551022,14.47,154.8
50.666939,5.551962,16.5,152.8
50.666881,5.559417,15.61,146.84
50.666685,5.563312,13.51,218.83
50.666849,5.565632,14.58,173.3
50.666872,5.565557,38.92,214.99
50.666914,5.566848,14.46,180.0
50.666799,5.57815,10.99,183.26
50.666763,5.592944,21.33,221.73
50.666818,5.592778,62.11,206.9
50.666362,5.594102,14.17,221.93
50.666392,5.594159,14.82,224.81
50.666231,5.647687,38.64,174.81
50.665589,5.658992,12.55,151.7
50.666551,5.538831,28.55,151.34
50.666637,5.538876,16.46,208.66
50.666501,5.5499,28.22,152.74
50.666383,5.55278,27.22,153.43
50.66654,5.552159,27.11,153.83
50.666584,5.552036,10.65,166.78
50.666156,5.553253,12.16,154.43
50.666569,5.554556,24.18,151.98
50.666142,5.554874,41.59,147.8
50.666618,5.556498,17.45,156.28
50.666319,5.559214,15.26,142.45
50.666345,5.559237,17.23,150.3
50.666372,5.559259,11.56,152.1
50.66645,5.558737,80.1,138.94
50.666178,5.562361,12.02,170.15
50.666082,5.564112,30.77,217.96
50.66613,5.564708,42.29,180.0
50.6665,5.56494,39.96,221.33
50.666378,5.56626,41.24,180.0
50.66622,5.5669,13.45,193.95
50.666244,5.566888,17.07,195.95
50.666267,5.566882,16.64,194.04
50.666292,5.566872,17.0,194.34
50.666315,5.566861,15.48,194.44
50.666383,5.566324,44.99,180.0
50.666527,5.566323,10.85,180.0
50.666314,5.582431,57.25,215.26
50.666223,5.590855,20.34,181.45
50.666199,5.592021,10.13,166.35
50.66607,5.594518,11.66,225.0
50.666096,5.594579,28.2,220.76
50.665861,5.595191,13.34,167.16
50.665729,5.598895,15.5,218.3
50.665202,5.652469,10.55,161.05
50.664928,5.670236,39.4,143.19
50.665535,5.551867,10.17,148.93
50.665571,5.552114,18.06,150.91
50.665806,5.552187,25.45,207.74
50.665482,5.553463,27.75,154.8
50.665894,5.554505,16.68,148.15
50.665681,5.554952,14.8,148.26
50.66593,5.555074,27.12,162.26
50.665826,5.556257,46.23,148.57
50.665443,5.55728,18.14,219.63
50.665485,5.557049,12.4,138.69
50.665452,5.558177,65.57,144.05
50.665693,5.562077,41.78,219.77
50.665866,5.564725,23.76,180.0
50.665862,5.564864,42.59,180.0
50.665411,5.565721,27.03,209.36
50.665784,5.566161,52.68,176.31
50.665767,5.566712,10.33,181.73
50.66579,5.566739,16.78,178.55
50.665813,5.566741,17.47,180.0
50.665838,5.566741,15.93,180.0
50.665864,5.566739,17.79,180.0
50.66589,5.566735,16.32,181.5
50.665914,5.566732,16.36,180.0
50.665364,5.578563,12.78,213.07
50.665406,5.592367,46.2,215.95
50.665555,5.59222,35.6,195.36
50.665391,5.598573,26.77,166.91
50.665229,5.599733,27.34,172.17
50.665333,5.598995,27.83,168.96
50.665548,5.599091,19.57,167.96
50.665239,5.60055,46.65,188.84
50.66502,5.604036,31.05,162.06
50.66457,5.647065,28.68,198.71
50.664714,5.651775,29.47,163.51
50.66472,5.651632,10.64,167.47
50.664835,5.65733,24.33,153.36
50.664313,5.665627,32.07,145.21
50.664414,5.665727,28.21,144.25
50.664623,5.665865,16.37,180.0
50.664394,5.666179,22.33,142.82
50.664588,5.66597,48.51,147.6
50.664849,5.666399,12.94,141.3
50.664355,5.668529,34.91,144.36
50.665059,5.538619,54.55,175.69
50.665011,5.55357,12.63,204.03
50.665411,5.553667,37.53,152.07
50.665278,5.554169,26.79,153.49
50.665344,5.553904,21.49,154.04
50.664885,5.555311,21.92,154.8
50.665055,5.554841,36.1,154.8
50.664841,5.556295,15.87,146.49
50.665064,5.55657,36.21,160.53
50.665257,5.55664,16.88,146.04
50.664936,5.557001,19.9,142.28
50.664965,5.558517,28.76,141.6
50.664883,5.558342,468.6,142.6
50.665231,5.558166,384.27,144.07
50.665257,5.557975,336.0,162.26
50.665186,5.560376,18.46,223.55
50.665233,5.565225,18.29,206.14
50.664858,5.592049,18.44,206.68
50.664641,5.592494,36.27,215.95
50.664853,5.59605,22.89,178.27
50.664962,5.596199,39.62,180.0
50.664893,5.604403,28.14,161.11
50.664839,5.605177,24.95,138.46
50.664471,5.606121,34.95,143.22
50.664359,5.607107,30.75,139.73
50.664867,5.608581,20.18,163.02
50.664167,5.648747,12.42,180.0
50.663987,5.651413,35.0,166.09
50.664026,5.651295,13.99,167.06
50.664324,5.65391,22.73,152.81
50.663715,5.664398,38.68,221.9
50.663836,5.664696,27.5,222.78
50.663829,5.665192,17.84,221.54
50.664055,5.665782,30.21,142.25
50.66407,5.665032,34.64,222.54
50.664091,5.665709,39.12,145.21
50.664139,5.666542,16.39,153.78
50.664203,5.666443,20.83,139.03
50.663724,5.667434,38.97,144.32
50.663797,5.667264,22.36,142.83
50.663934,5.66719,39.58,142.1
50.663997,5.667067,58.02,144.06
50.664439,5.539116,30.13,198.95
50.664619,5.539041,28.14,199.26
50.664516,5.556191,12.91,152.74
50.664543,5.556098,19.17,154.93
50.664805,5.55635,12.36,180.0
50.664761,5.556802,20.22,153.43
50.664784,5.557556,18.08,146.31
50.664456,5.557804,76.15,139.73
50.664577,5.558097,685.39,141.98
50.66469,5.558012,274.34,141.69
50.664164,5.563318,23.98,180.0
50.664567,5.563143,17.31,211.37
50.664302,5.563773,16.37,214.22
50.664571,5.564266,17.5,207.86
50.664561,5.564175,22.94,213.78
50.664646,5.564469,21.14,217.84
50.664227,5.565824,28.6,199.08
50.664138,5.56708,17.88,204.48
50.664332,5.579371,11.75,211.98
50.66425,5.580086,18.48,209.44
50.664044,5.595665,33.91,196.54
50.664136,5.596087,16.93,173.48
50.664165,5.596087,15.5,175.33
50.664191,5.59608,10.82,170.73
50.663798,5.606431,17.08,197.76
50.664274,5.607477,11.39,187.92
50.663906,5.608962,26.47,154.2
50.664257,5.608542,24.23,162.2
50.663441,5.643622,35.85,200.33
50.663381,5.648334,13.79,194.17
50.663705,5.655845,18.66,180.0
50.663299,5.662404,10.96,211.07
50.663132,5.663648,16.04,225.0
50.663136,5.664194,18.4,220.19
50.66351,5.664696,184.71,222.05
50.66315,5.6652,40.5,218.49
50.663554,5.665427,35.13,221.22
50.663462,5.665965,21.52,221.72
50.663571,5.666777,24.99,150.36
50.66361,5.666685,29.01,140.97
50.664176,5.555881,21.17,150.52
50.664179,5.556336,19.14,146.79
50.663658,5.565782,18.79,216.76
50.663538,5.566295,13.4,214.22
50.663502,5.567706,20.91,177.59
50.663378,5.579819,17.74,180.0
50.663537,5.579692,22.54,187.06
50.663267,5.595244,22.87,217.67
50.663228,5.643659,11.71,198.26
50.662485,5.663388,28.39,219.32
50.662832,5.66386,28.89,225.0
50.662638,5.664263,32.79,218.56
50.66274,5.664131,30.63,225.0
50.66301,5.664368,34.5,222.55
50.662883,5.665811,20.8,223.26
50.66297,5.665348,58.88,220.72
50.662475,5.665858,12.03,180.0
50.66255,5.665992,21.44,217.34
50.662608,5.66622,53.14,218.04
50.662696,5.666389,50.27,218.56
50.66277,5.666596,14.26,221.93
50.662967,5.665988,21.45,222.95
50.663223,5.553697,18.45,186.13
50.663224,5.553788,14.57,185.02
50.663263,5.554326,31.09,185.39
50.663029,5.555441,17.89,186.49
50.663275,5.554864,22.12,185.02
50.66333,5.555413,21.9,186.91
50.663018,5.555695,12.72,180.0
50.663304,5.555817,18.4,173.87
50.663304,5.559097,10.48,204.16
50.663097,5.566922,10.28,209.36
50.66326,5.566627,21.04,217.72
50.663464,5.567676,21.09,180.0
50.663174,5.574336,19.21,209.36
50.663392,5.575169,12.55,209.64
50.663031,5.580388,21.06,193.09
50.662855,5.582334,22.82,216.46
50.663067,5.582105,14.62,207.59
50.663182,5.590788,38.44,142.1
50.663218,5.590821,29.03,141.91
50.663053,5.591584,17.74,140.65
50.663104,5.591485,16.17,141.34
50.662685,5.592399,29.6,136.29
50.662989,5.594684,24.96,151.03
50.662991,5.597768,27.15,180.0
50.663,5.597851,17.71,180.0
50.66306,5.599577,10.26,160.07
50.663037,5.60731,35.47,152.1
50.662983,5.607803,11.64,151.82
50.662024,5.652775,17.01,141.51
50.662083,5.652672,25.25,142.85
50.662439,5.653191,20.44,139.22
50.662232,5.665262,31.56,222.37
50.662297,5.665431,32.77,222.64
50.662365,5.665584,19.23,224.73
50.662416,5.665764,21.52,180.0
50.662858,5.553649,15.36,200.75
50.662592,5.553957,29.38,189.94
50.662928,5.553821,23.53,196.89
50.662912,5.554648,14.15,185.76
50.66294,5.554559,30.08,184.81
50.662686,5.555277,18.05,213.8
50.662725,5.555906,22.75,186.14
50.66275,5.556352,23.29,185.11
50.662455,5.564856,16.03,217.46
50.662786,5.565375,12.88,218.09
50.662435,5.570462,19.57,197.68
50.662482,5.570442,19.16,193.16
50.662796,5.570615,14.93,198.67
50.662619,5.572448,23.69,208.39
50.66245,5.575167,10.46,197.26
50.66242,5.577459,18.19,143.13
50.662252,5.581727,10.14,212.52
50.662482,5.582035,27.74,214.95
50.662082,5.58993,43.75,136.33
50.662204,5.590724,16.01,220.48
50.662311,5.59296,37.21,181.83
50.661411,5.654704,12.15,161.57
50.661912,5.559435,17.57,180.0
50.661905,5.559508,26.19,155.39
50.66227,5.55993,22.68,153.43
50.661821,5.562953,22.59,154.8
50.661833,5.56753,21.47,168.23
50.662069,5.570922,33.73,173.91
50.662082,5.570873,14.75,180.0
50.662097,5.570811,12.99,187.18
50.662096,5.570769,13.08,180.0
50.661938,5.576963,41.27,170.15
50.661638,5.582893,56.44,214.82
50.661703,5.586457,11.03,205.24
50.661567,5.587611,14.68,209.36
50.661468,5.589514,17.14,209.6
50.661771,5.590234,38.58,219.54
50.661705,5.597717,10.89,187.81
50.661473,5.609723,43.98,216.7
50.661517,5.609692,63.32,221.05
50.661683,5.611715,39.9,147.91
50.66107,5.640757,55.6,173.87
50.661757,5.553691,10.99,204.25
50.66145,5.554164,12.87,190.78
50.66176,5.55405,69.0,190.77
50.661668,5.555662,11.25,225.0
50.661687,5.555687,13.92,137.52
50.66125,5.560755,22.56,180.0
50.661249,5.560673,24.5,177.69
50.661228,5.56294,15.33,218.11
50.661221,5.563711,20.13,215.95
50.661184,5.583508,14.64,213.75
50.661066,5.585195,16.29,193.63
50.6611,5.585829,37.58,194.45
50.661119,5.58595,18.88,196.13
50.660885,5.587152,12.98,205.47
50.661126,5.588446,21.88,215.35
50.660854,5.589382,33.02,210.83
